year,bedrooms,property_type,location,avg_rent
2019,Two bed,Apartment,"Ranelagh, Dublin 6",1945.39
2019,Two bed,Apartment,Dublin 14,1852.43
2019,Two bed,Apartment,"Churchtown, Dublin 14",2195.5
2019,Two bed,Apartment,Dublin 16,1780.55
2019,Two bed,Apartment,"Dundrum, Dublin 16",1859.94
2019,Two bed,Apartment,Dublin 18,1787.94
2019,Two bed,Apartment,"Cabinteely, Dublin 18",1579.55
2019,Two bed,Apartment,"Carrickmines, Dublin 18",1807.89
2019,Two bed,Apartment,"Leopardstown, Dublin 18",1964.86
2019,Two bed,Apartment,"Sandyford, Dublin 18",1805.15
2019,Two bed,Other flats,Dublin,1434.64
2019,Two bed,Other flats,"Shankill, Dublin",
2019,Two bed,Other flats,"Stillorgan, Dublin",
2019,Two bed,Other flats,Dublin 2,1553.21
2019,Two bed,Other flats,"Charlemont Street, Dublin 2",
2019,Two bed,Other flats,Dublin 6,1420.35
2019,Two bed,Other flats,"Milltown, Dublin 6",
2019,Two bed,Other flats,"Ranelagh, Dublin 6",1409.47
2019,Two bed,Other flats,Dublin 14,
2019,Two bed,Other flats,"Churchtown, Dublin 14",
2019,Two bed,Other flats,Dublin 16,
2019,Two bed,Other flats,"Dundrum, Dublin 16",
2019,Two bed,Other flats,Dublin 18,
2019,Two bed,Other flats,"Cabinteely, Dublin 18",
2019,Two bed,Other flats,"Carrickmines, Dublin 18",
2019,Two bed,Other flats,"Leopardstown, Dublin 18",
2019,Two bed,Other flats,"Sandyford, Dublin 18",
2019,Three bed,All property types,Dublin,1912.55
2019,Three bed,All property types,"Shankill, Dublin",1808.3
2019,Three bed,All property types,"Stillorgan, Dublin",2159.7
2019,Three bed,All property types,Dublin 2,2937.74
2019,Three bed,All property types,"Charlemont Street, Dublin 2",
2019,Three bed,All property types,Dublin 6,2525.77
2019,Three bed,All property types,"Milltown, Dublin 6",2442.21
2019,Three bed,All property types,"Ranelagh, Dublin 6",2767.77
2019,Three bed,All property types,Dublin 14,2209.21
2019,Three bed,All property types,"Churchtown, Dublin 14",2303.14
2019,Three bed,All property types,Dublin 16,1885.3
2019,Three bed,All property types,"Dundrum, Dublin 16",2229.63
2019,Three bed,All property types,Dublin 18,2119.91
2019,Three bed,All property types,"Cabinteely, Dublin 18",1981.16
2019,Three bed,All property types,"Carrickmines, Dublin 18",
2019,Three bed,All property types,"Leopardstown, Dublin 18",2241.6
2019,Three bed,All property types,"Sandyford, Dublin 18",2117.94
2019,Three bed,Detached house,Dublin,2069.09
2019,Three bed,Detached house,"Shankill, Dublin",
2019,Three bed,Detached house,"Stillorgan, Dublin",
2019,Three bed,Detached house,Dublin 2,
2019,Three bed,Detached house,"Charlemont Street, Dublin 2",
2019,Three bed,Detached house,Dublin 6,
2019,Three bed,Detached house,"Milltown, Dublin 6",
2019,Three bed,Detached house,"Ranelagh, Dublin 6",
2019,Three bed,Detached house,Dublin 14,
2019,Three bed,Detached house,"Churchtown, Dublin 14",
2019,Three bed,Detached house,Dublin 16,
2019,Three bed,Detached house,"Dundrum, Dublin 16",
2019,Three bed,Detached house,Dublin 18,
2019,Three bed,Detached house,"Cabinteely, Dublin 18",
2019,Three bed,Detached house,"Carrickmines, Dublin 18",
2019,Three bed,Detached house,"Leopardstown, Dublin 18",
2019,Three bed,Detached house,"Sandyford, Dublin 18",
2019,Three bed,Semi detached house,Dublin,1791.29
2019,Three bed,Semi detached house,"Shankill, Dublin",1634.97
2019,Three bed,Semi detached house,"Stillorgan, Dublin",2091.24
2019,Three bed,Semi detached house,Dublin 2,
2019,Three bed,Semi detached house,"Charlemont Street, Dublin 2",
2019,Three bed,Semi detached house,Dublin 6,2664.22
2019,Three bed,Semi detached house,"Milltown, Dublin 6",
2019,Three bed,Semi detached house,"Ranelagh, Dublin 6",2962.57
2019,Three bed,Semi detached house,Dublin 14,2250.54
2019,Three bed,Semi detached house,"Churchtown, Dublin 14",2313.06
2019,Three bed,Semi detached house,Dublin 16,1841.0
2019,Three bed,Semi detached house,"Dundrum, Dublin 16",2172.14
2019,Three bed,Semi detached house,Dublin 18,1879.72
2019,Three bed,Semi detached house,"Cabinteely, Dublin 18",1878.49
2019,Three bed,Semi detached house,"Carrickmines, Dublin 18",
2019,Three bed,Semi detached house,"Leopardstown, Dublin 18",2027.49
2019,Three bed,Semi detached house,"Sandyford, Dublin 18",1922.37
2019,Three bed,Terrace house,Dublin,1852.64
2019,Three bed,Terrace house,"Shankill, Dublin",
2019,Three bed,Terrace house,"Stillorgan, Dublin",1993.04
2019,Three bed,Terrace house,Dublin 2,2651.01
2019,Three bed,Terrace house,"Charlemont Street, Dublin 2",
2019,Three bed,Terrace house,Dublin 6,2593.97
2019,Three bed,Terrace house,"Milltown, Dublin 6",
2019,Three bed,Terrace house,"Ranelagh, Dublin 6",2773.39
2019,Three bed,Terrace house,Dublin 14,1934.58
2019,Three bed,Terrace house,"Churchtown, Dublin 14",2020.57
2019,Three bed,Terrace house,Dublin 16,1936.52
2019,Three bed,Terrace house,"Dundrum, Dublin 16",1999.36
2019,Three bed,Terrace house,Dublin 18,2041.12
2019,Three bed,Terrace house,"Cabinteely, Dublin 18",
2019,Three bed,Terrace house,"Carrickmines, Dublin 18",
2019,Three bed,Terrace house,"Leopardstown, Dublin 18",
2019,Three bed,Terrace house,"Sandyford, Dublin 18",
2019,Three bed,Apartment,Dublin,2146.22
2019,Three bed,Apartment,"Shankill, Dublin",
2019,Three bed,Apartment,"Stillorgan, Dublin",2279.35
2019,Three bed,Apartment,Dublin 2,3026.63
2019,Three bed,Apartment,"Charlemont Street, Dublin 2",
2019,Three bed,Apartment,Dublin 6,2504.29
2019,Three bed,Apartment,"Milltown, Dublin 6",2452.2
2019,Three bed,Apartment,"Ranelagh, Dublin 6",
2019,Three bed,Apartment,Dublin 14,2404.56
2019,Three bed,Apartment,"Churchtown, Dublin 14",
2019,Three bed,Apartment,Dublin 16,2185.29
2019,Three bed,Apartment,"Dundrum, Dublin 16",2493.53
2019,Three bed,Apartment,Dublin 18,2256.31
2019,Three bed,Apartment,"Cabinteely, Dublin 18",1970.22
2019,Three bed,Apartment,"Carrickmines, Dublin 18",
2019,Three bed,Apartment,"Leopardstown, Dublin 18",2508.09
2019,Three bed,Apartment,"Sandyford, Dublin 18",2202.48
2019,Three bed,Other flats,Dublin,1906.67
2019,Three bed,Other flats,"Shankill, Dublin",
2019,Three bed,Other flats,"Stillorgan, Dublin",
2019,Three bed,Other flats,Dublin 2,
2019,Three bed,Other flats,"Charlemont Street, Dublin 2",
2019,Three bed,Other flats,Dublin 6,1934.01
2019,Three bed,Other flats,"Milltown, Dublin 6",
2019,Three bed,Other flats,"Ranelagh, Dublin 6",
2019,Three bed,Other flats,Dublin 14,
2019,Three bed,Other flats,"Churchtown, Dublin 14",
2019,Three bed,Other flats,Dublin 16,
2019,Three bed,Other flats,"Dundrum, Dublin 16",
2019,Three bed,Other flats,Dublin 18,
2019,Three bed,Other flats,"Cabinteely, Dublin 18",
2019,Three bed,Other flats,"Carrickmines, Dublin 18",
2019,Three bed,Other flats,"Leopardstown, Dublin 18",
2019,Three bed,Other flats,"Sandyford, Dublin 18",
2019,1 to 2 bed,All property types,Dublin,1546.77
2019,1 to 2 bed,All property types,"Shankill, Dublin",1425.34
2019,1 to 2 bed,All property types,"Stillorgan, Dublin",1734.21
2019,1 to 2 bed,All property types,Dublin 2,2097.99
2019,1 to 2 bed,All property types,"Charlemont Street, Dublin 2",1868.52
2019,1 to 2 bed,All property types,Dublin 6,1419.59
2019,1 to 2 bed,All property types,"Milltown, Dublin 6",1877.35
2019,1 to 2 bed,All property types,"Ranelagh, Dublin 6",1484.61
2019,1 to 2 bed,All property types,Dublin 14,1765.83
2019,1 to 2 bed,All property types,"Churchtown, Dublin 14",1995.01
2019,1 to 2 bed,All property types,Dublin 16,1734.13
2019,1 to 2 bed,All property types,"Dundrum, Dublin 16",1779.63
2019,1 to 2 bed,All property types,Dublin 18,1703.56
2019,1 to 2 bed,All property types,"Cabinteely, Dublin 18",1544.5
2019,1 to 2 bed,All property types,"Carrickmines, Dublin 18",1682.71
2019,1 to 2 bed,All property types,"Leopardstown, Dublin 18",1903.47
2019,1 to 2 bed,All property types,"Sandyford, Dublin 18",1731.34
2019,1 to 2 bed,Detached house,Dublin,1589.53
2019,1 to 2 bed,Detached house,"Shankill, Dublin",
2019,1 to 2 bed,Detached house,"Stillorgan, Dublin",
2019,1 to 2 bed,Detached house,Dublin 2,
2019,1 to 2 bed,Detached house,"Charlemont Street, Dublin 2",
2019,1 to 2 bed,Detached house,Dublin 6,
2019,1 to 2 bed,Detached house,"Milltown, Dublin 6",
2019,1 to 2 bed,Detached house,"Ranelagh, Dublin 6",
2019,1 to 2 bed,Detached house,Dublin 14,
2019,1 to 2 bed,Detached house,"Churchtown, Dublin 14",
2019,1 to 2 bed,Detached house,Dublin 16,
2019,1 to 2 bed,Detached house,"Dundrum, Dublin 16",
2019,1 to 2 bed,Detached house,Dublin 18,
2019,1 to 2 bed,Detached house,"Cabinteely, Dublin 18",
2019,1 to 2 bed,Detached house,"Carrickmines, Dublin 18",
2019,1 to 2 bed,Detached house,"Leopardstown, Dublin 18",
2019,1 to 2 bed,Detached house,"Sandyford, Dublin 18",
2019,1 to 2 bed,Semi detached house,Dublin,1594.04
2019,1 to 2 bed,Semi detached house,"Shankill, Dublin",
2019,1 to 2 bed,Semi detached house,"Stillorgan, Dublin",
2019,1 to 2 bed,Semi detached house,Dublin 2,
2019,1 to 2 bed,Semi detached house,"Charlemont Street, Dublin 2",
2019,1 to 2 bed,Semi detached house,Dublin 6,1786.04
2019,1 to 2 bed,Semi detached house,"Milltown, Dublin 6",
2019,1 to 2 bed,Semi detached house,"Ranelagh, Dublin 6",
2019,1 to 2 bed,Semi detached house,Dublin 14,1824.22
2019,1 to 2 bed,Semi detached house,"Churchtown, Dublin 14",
2019,1 to 2 bed,Semi detached house,Dublin 16,
2019,1 to 2 bed,Semi detached house,"Dundrum, Dublin 16",
2019,1 to 2 bed,Semi detached house,Dublin 18,
2019,1 to 2 bed,Semi detached house,"Cabinteely, Dublin 18",
2019,1 to 2 bed,Semi detached house,"Carrickmines, Dublin 18",
2019,1 to 2 bed,Semi detached house,"Leopardstown, Dublin 18",
2019,1 to 2 bed,Semi detached house,"Sandyford, Dublin 18",
2019,1 to 2 bed,Terrace house,Dublin,1597.73
2019,1 to 2 bed,Terrace house,"Shankill, Dublin",
2019,1 to 2 bed,Terrace house,"Stillorgan, Dublin",
2019,1 to 2 bed,Terrace house,Dublin 2,1863.99
2019,1 to 2 bed,Terrace house,"Charlemont Street, Dublin 2",
2019,1 to 2 bed,Terrace house,Dublin 6,1758.08
2019,1 to 2 bed,Terrace house,"Milltown, Dublin 6",1828.19
2019,1 to 2 bed,Terrace house,"Ranelagh, Dublin 6",2022.19
2019,1 to 2 bed,Terrace house,Dublin 14,1713.55
2019,1 to 2 bed,Terrace house,"Churchtown, Dublin 14",
2019,1 to 2 bed,Terrace house,Dublin 16,1727.13
2019,1 to 2 bed,Terrace house,"Dundrum, Dublin 16",
2019,1 to 2 bed,Terrace house,Dublin 18,1834.95
2019,1 to 2 bed,Terrace house,"Cabinteely, Dublin 18",
2019,1 to 2 bed,Terrace house,"Carrickmines, Dublin 18",
2019,1 to 2 bed,Terrace house,"Leopardstown, Dublin 18",
2019,1 to 2 bed,Terrace house,"Sandyford, Dublin 18",
2019,1 to 2 bed,Apartment,Dublin,1635.35
2019,1 to 2 bed,Apartment,"Shankill, Dublin",1487.28
2019,1 to 2 bed,Apartment,"Stillorgan, Dublin",1735.84
2019,1 to 2 bed,Apartment,Dublin 2,2163.15
2019,1 to 2 bed,Apartment,"Charlemont Street, Dublin 2",1868.52
2019,1 to 2 bed,Apartment,Dublin 6,1638.84
2019,1 to 2 bed,Apartment,"Milltown, Dublin 6",1902.7
2019,1 to 2 bed,Apartment,"Ranelagh, Dublin 6",1663.49
2019,1 to 2 bed,Apartment,Dublin 14,1763.64
2019,1 to 2 bed,Apartment,"Churchtown, Dublin 14",2015.79
2019,1 to 2 bed,Apartment,Dublin 16,1737.9
2019,1 to 2 bed,Apartment,"Dundrum, Dublin 16",1784.72
2019,1 to 2 bed,Apartment,Dublin 18,1707.58
2019,1 to 2 bed,Apartment,"Cabinteely, Dublin 18",1546.75
2019,1 to 2 bed,Apartment,"Carrickmines, Dublin 18",1683.0
2019,1 to 2 bed,Apartment,"Leopardstown, Dublin 18",1899.97
2019,1 to 2 bed,Apartment,"Sandyford, Dublin 18",1737.03
2019,1 to 2 bed,Other flats,Dublin,1083.33
2019,1 to 2 bed,Other flats,"Shankill, Dublin",
2019,1 to 2 bed,Other flats,"Stillorgan, Dublin",
2019,1 to 2 bed,Other flats,Dublin 2,1391.35
2019,1 to 2 bed,Other flats,"Charlemont Street, Dublin 2",
2019,1 to 2 bed,Other flats,Dublin 6,1115.86
2019,1 to 2 bed,Other flats,"Milltown, Dublin 6",
2019,1 to 2 bed,Other flats,"Ranelagh, Dublin 6",1134.22
2019,1 to 2 bed,Other flats,Dublin 14,
2019,1 to 2 bed,Other flats,"Churchtown, Dublin 14",
2019,1 to 2 bed,Other flats,Dublin 16,
2019,1 to 2 bed,Other flats,"Dundrum, Dublin 16",
2019,1 to 2 bed,Other flats,Dublin 18,
2019,1 to 2 bed,Other flats,"Cabinteely, Dublin 18",
2019,1 to 2 bed,Other flats,"Carrickmines, Dublin 18",
2019,1 to 2 bed,Other flats,"Leopardstown, Dublin 18",
2019,1 to 2 bed,Other flats,"Sandyford, Dublin 18",
2019,1 to 3 bed,All property types,Dublin,1628.19
2019,1 to 3 bed,All property types,"Shankill, Dublin",1552.01
2019,1 to 3 bed,All property types,"Stillorgan, Dublin",1816.04
2019,1 to 3 bed,All property types,Dublin 2,2170.27
2019,1 to 3 bed,All property types,"Charlemont Street, Dublin 2",1956.88
2019,1 to 3 bed,All property types,Dublin 6,1521.89
2019,1 to 3 bed,All property types,"Milltown, Dublin 6",1985.68
2019,1 to 3 bed,All property types,"Ranelagh, Dublin 6",1650.1
2019,1 to 3 bed,All property types,Dublin 14,1871.4
2019,1 to 3 bed,All property types,"Churchtown, Dublin 14",2101.94
2019,1 to 3 bed,All property types,Dublin 16,1778.13
2019,1 to 3 bed,All property types,"Dundrum, Dublin 16",1870.46
2019,1 to 3 bed,All property types,Dublin 18,1777.55
2019,1 to 3 bed,All property types,"Cabinteely, Dublin 18",1701.39
2019,1 to 3 bed,All property types,"Carrickmines, Dublin 18",1740.97
2019,1 to 3 bed,All property types,"Leopardstown, Dublin 18",1996.91
2019,1 to 3 bed,All property types,"Sandyford, Dublin 18",1796.33
2019,1 to 3 bed,Detached house,Dublin,1885.24
2019,1 to 3 bed,Detached house,"Shankill, Dublin",
2019,1 to 3 bed,Detached house,"Stillorgan, Dublin",
2019,1 to 3 bed,Detached house,Dublin 2,
2019,1 to 3 bed,Detached house,"Charlemont Street, Dublin 2",
2019,1 to 3 bed,Detached house,Dublin 6,2326.59
2019,1 to 3 bed,Detached house,"Milltown, Dublin 6",
2019,1 to 3 bed,Detached house,"Ranelagh, Dublin 6",
2019,1 to 3 bed,Detached house,Dublin 14,2028.92
2019,1 to 3 bed,Detached house,"Churchtown, Dublin 14",
2019,1 to 3 bed,Detached house,Dublin 16,
2019,1 to 3 bed,Detached house,"Dundrum, Dublin 16",
2019,1 to 3 bed,Detached house,Dublin 18,2089.37
2019,1 to 3 bed,Detached house,"Cabinteely, Dublin 18",
2019,1 to 3 bed,Detached house,"Carrickmines, Dublin 18",
2019,1 to 3 bed,Detached house,"Leopardstown, Dublin 18",
2019,1 to 3 bed,Detached house,"Sandyford, Dublin 18",
2019,1 to 3 bed,Semi detached house,Dublin,1752.97
2019,1 to 3 bed,Semi detached house,"Shankill, Dublin",1580.51
2019,1 to 3 bed,Semi detached house,"Stillorgan, Dublin",2070.21
2019,1 to 3 bed,Semi detached house,Dublin 2,
2019,1 to 3 bed,Semi detached house,"Charlemont Street, Dublin 2",
2019,1 to 3 bed,Semi detached house,Dublin 6,2238.08
2019,1 to 3 bed,Semi detached house,"Milltown, Dublin 6",
2019,1 to 3 bed,Semi detached house,"Ranelagh, Dublin 6",2561.68
2019,1 to 3 bed,Semi detached house,Dublin 14,2207.63
2019,1 to 3 bed,Semi detached house,"Churchtown, Dublin 14",2303.68
2019,1 to 3 bed,Semi detached house,Dublin 16,1826.35
2019,1 to 3 bed,Semi detached house,"Dundrum, Dublin 16",2070.29
2019,1 to 3 bed,Semi detached house,Dublin 18,1856.92
2019,1 to 3 bed,Semi detached house,"Cabinteely, Dublin 18",2069.63
2019,1 to 3 bed,Semi detached house,"Carrickmines, Dublin 18",
2019,1 to 3 bed,Semi detached house,"Leopardstown, Dublin 18",2027.49
2019,1 to 3 bed,Semi detached house,"Sandyford, Dublin 18",1881.19
2019,1 to 3 bed,Terrace house,Dublin,1730.01
2019,1 to 3 bed,Terrace house,"Shankill, Dublin",
2019,1 to 3 bed,Terrace house,"Stillorgan, Dublin",1937.44
2019,1 to 3 bed,Terrace house,Dublin 2,2178.8
2019,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",
2019,1 to 3 bed,Terrace house,Dublin 6,2031.55
2019,1 to 3 bed,Terrace house,"Milltown, Dublin 6",1947.82
2019,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",2414.61
2019,1 to 3 bed,Terrace house,Dublin 14,1873.03
2019,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",2060.35
2019,1 to 3 bed,Terrace house,Dublin 16,1853.3
2019,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",1932.87
2019,1 to 3 bed,Terrace house,Dublin 18,1948.23
2019,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",
2019,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",
2019,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",
2019,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",
2019,1 to 3 bed,Apartment,Dublin,1680.56
2019,1 to 3 bed,Apartment,"Shankill, Dublin",1494.04
2019,1 to 3 bed,Apartment,"Stillorgan, Dublin",1779.66
2019,1 to 3 bed,Apartment,Dublin 2,2224.83
2019,1 to 3 bed,Apartment,"Charlemont Street, Dublin 2",1956.88
2019,1 to 3 bed,Apartment,Dublin 6,1687.06
2019,1 to 3 bed,Apartment,"Milltown, Dublin 6",1974.8
2019,1 to 3 bed,Apartment,"Ranelagh, Dublin 6",1701.69
2019,1 to 3 bed,Apartment,Dublin 14,1823.58
2019,1 to 3 bed,Apartment,"Churchtown, Dublin 14",2074.62
2019,1 to 3 bed,Apartment,Dublin 16,1786.0
2019,1 to 3 bed,Apartment,"Dundrum, Dublin 16",1842.9
2019,1 to 3 bed,Apartment,Dublin 18,1767.76
2019,1 to 3 bed,Apartment,"Cabinteely, Dublin 18",1652.03
2019,1 to 3 bed,Apartment,"Carrickmines, Dublin 18",1724.51
2019,1 to 3 bed,Apartment,"Leopardstown, Dublin 18",1988.29
2019,1 to 3 bed,Apartment,"Sandyford, Dublin 18",1792.24
2019,1 to 3 bed,Other flats,Dublin,1106.59
2019,1 to 3 bed,Other flats,"Shankill, Dublin",
2019,1 to 3 bed,Other flats,"Stillorgan, Dublin",
2019,1 to 3 bed,Other flats,Dublin 2,1427.18
2019,1 to 3 bed,Other flats,"Charlemont Street, Dublin 2",
2019,1 to 3 bed,Other flats,Dublin 6,1138.16
2019,1 to 3 bed,Other flats,"Milltown, Dublin 6",
2019,1 to 3 bed,Other flats,"Ranelagh, Dublin 6",1159.15
2019,1 to 3 bed,Other flats,Dublin 14,
2019,1 to 3 bed,Other flats,"Churchtown, Dublin 14",
2019,1 to 3 bed,Other flats,Dublin 16,
2019,1 to 3 bed,Other flats,"Dundrum, Dublin 16",
2019,1 to 3 bed,Other flats,Dublin 18,
2019,1 to 3 bed,Other flats,"Cabinteely, Dublin 18",
2019,1 to 3 bed,Other flats,"Carrickmines, Dublin 18",
2019,1 to 3 bed,Other flats,"Leopardstown, Dublin 18",
2019,1 to 3 bed,Other flats,"Sandyford, Dublin 18",
2019,Four plus bed,All property types,Dublin,2509.34
2019,Four plus bed,All property types,"Shankill, Dublin",1968.56
2019,Four plus bed,All property types,"Stillorgan, Dublin",2723.95
2019,Four plus bed,All property types,Dublin 2,
2019,Four plus bed,All property types,"Charlemont Street, Dublin 2",
2019,Four plus bed,All property types,Dublin 6,3242.06
2019,Four plus bed,All property types,"Milltown, Dublin 6",
2019,Four plus bed,All property types,"Ranelagh, Dublin 6",3396.82
2019,Four plus bed,All property types,Dublin 14,2786.61
2019,Four plus bed,All property types,"Churchtown, Dublin 14",2842.6
2019,Four plus bed,All property types,Dublin 16,2318.65
2019,Four plus bed,All property types,"Dundrum, Dublin 16",2357.36
2019,Four plus bed,All property types,Dublin 18,2700.77
2019,Four plus bed,All property types,"Cabinteely, Dublin 18",2672.9
2019,Four plus bed,All property types,"Carrickmines, Dublin 18",
2019,Four plus bed,All property types,"Leopardstown, Dublin 18",2519.73
2019,Four plus bed,All property types,"Sandyford, Dublin 18",2522.2
2019,Four plus bed,Detached house,Dublin,2838.21
2019,Four plus bed,Detached house,"Shankill, Dublin",
2019,Four plus bed,Detached house,"Stillorgan, Dublin",2688.6
2019,Four plus bed,Detached house,Dublin 2,
2019,Four plus bed,Detached house,"Charlemont Street, Dublin 2",
2019,Four plus bed,Detached house,Dublin 6,
2019,Four plus bed,Detached house,"Milltown, Dublin 6",
2019,Four plus bed,Detached house,"Ranelagh, Dublin 6",
2019,Four plus bed,Detached house,Dublin 14,3153.66
2019,Four plus bed,Detached house,"Churchtown, Dublin 14",
