year,bedrooms,property_type,location,avg_rent
2018,1 to 3 bed,All property types,"Milltown, Dublin 6",1907.11
2018,1 to 3 bed,All property types,"Ranelagh, Dublin 6",1534.17
2018,1 to 3 bed,All property types,Dublin 14,1739.1
2018,1 to 3 bed,All property types,"Churchtown, Dublin 14",1800.31
2018,1 to 3 bed,All property types,Dublin 16,1657.36
2018,1 to 3 bed,All property types,"Dundrum, Dublin 16",1811.28
2018,1 to 3 bed,All property types,Dublin 18,1661.71
2018,1 to 3 bed,All property types,"Cabinteely, Dublin 18",1602.2
2018,1 to 3 bed,All property types,"Carrickmines, Dublin 18",1666.43
2018,1 to 3 bed,All property types,"Leopardstown, Dublin 18",1950.68
2018,1 to 3 bed,All property types,"Sandyford, Dublin 18",1738.19
2018,1 to 3 bed,Detached house,Dublin,1775.34
2018,1 to 3 bed,Detached house,"Shankill, Dublin",
2018,1 to 3 bed,Detached house,"Stillorgan, Dublin",
2018,1 to 3 bed,Detached house,Dublin 2,
2018,1 to 3 bed,Detached house,"Charlemont Street, Dublin 2",
2018,1 to 3 bed,Detached house,Dublin 6,2145.97
2018,1 to 3 bed,Detached house,"Milltown, Dublin 6",
2018,1 to 3 bed,Detached house,"Ranelagh, Dublin 6",
2018,1 to 3 bed,Detached house,Dublin 14,2070.72
2018,1 to 3 bed,Detached house,"Churchtown, Dublin 14",
2018,1 to 3 bed,Detached house,Dublin 16,
2018,1 to 3 bed,Detached house,"Dundrum, Dublin 16",
2018,1 to 3 bed,Detached house,Dublin 18,2046.59
2018,1 to 3 bed,Detached house,"Cabinteely, Dublin 18",
2018,1 to 3 bed,Detached house,"Carrickmines, Dublin 18",
2018,1 to 3 bed,Detached house,"Leopardstown, Dublin 18",
2018,1 to 3 bed,Detached house,"Sandyford, Dublin 18",
2018,1 to 3 bed,Semi detached house,Dublin,1655.52
2018,1 to 3 bed,Semi detached house,"Shankill, Dublin",1705.09
2018,1 to 3 bed,Semi detached house,"Stillorgan, Dublin",1906.83
2018,1 to 3 bed,Semi detached house,Dublin 2,
2018,1 to 3 bed,Semi detached house,"Charlemont Street, Dublin 2",
2018,1 to 3 bed,Semi detached house,Dublin 6,2106.32
2018,1 to 3 bed,Semi detached house,"Milltown, Dublin 6",
2018,1 to 3 bed,Semi detached house,"Ranelagh, Dublin 6",2339.07
2018,1 to 3 bed,Semi detached house,Dublin 14,2000.97
2018,1 to 3 bed,Semi detached house,"Churchtown, Dublin 14",2175.47
2018,1 to 3 bed,Semi detached house,Dublin 16,1646.24
2018,1 to 3 bed,Semi detached house,"Dundrum, Dublin 16",1968.32
2018,1 to 3 bed,Semi detached house,Dublin 18,1756.06
2018,1 to 3 bed,Semi detached house,"Cabinteely, Dublin 18",1859.47
2018,1 to 3 bed,Semi detached house,"Carrickmines, Dublin 18",
2018,1 to 3 bed,Semi detached house,"Leopardstown, Dublin 18",1940.14
2018,1 to 3 bed,Semi detached house,"Sandyford, Dublin 18",1758.89
2018,1 to 3 bed,Terrace house,Dublin,1630.98
2018,1 to 3 bed,Terrace house,"Shankill, Dublin",
2018,1 to 3 bed,Terrace house,"Stillorgan, Dublin",2013.13
2018,1 to 3 bed,Terrace house,Dublin 2,2047.5
2018,1 to 3 bed,Terrace house,"Charlemont Street, Dublin 2",
2018,1 to 3 bed,Terrace house,Dublin 6,1849.06
2018,1 to 3 bed,Terrace house,"Milltown, Dublin 6",1874.62
2018,1 to 3 bed,Terrace house,"Ranelagh, Dublin 6",2339.4
2018,1 to 3 bed,Terrace house,Dublin 14,1812.53
2018,1 to 3 bed,Terrace house,"Churchtown, Dublin 14",1871.95
2018,1 to 3 bed,Terrace house,Dublin 16,1727.35
2018,1 to 3 bed,Terrace house,"Dundrum, Dublin 16",1888.92
2018,1 to 3 bed,Terrace house,Dublin 18,1839.07
2018,1 to 3 bed,Terrace house,"Cabinteely, Dublin 18",
2018,1 to 3 bed,Terrace house,"Carrickmines, Dublin 18",
2018,1 to 3 bed,Terrace house,"Leopardstown, Dublin 18",
2018,1 to 3 bed,Terrace house,"Sandyford, Dublin 18",
2018,1 to 3 bed,Apartment,Dublin,1594.48
2018,1 to 3 bed,Apartment,"Shankill, Dublin",1435.09
2018,1 to 3 bed,Apartment,"Stillorgan, Dublin",1733.79
2018,1 to 3 bed,Apartment,Dublin 2,1980.15
2018,1 to 3 bed,Apartment,"Charlemont Street, Dublin 2",1841.35
2018,1 to 3 bed,Apartment,Dublin 6,1584.91
2018,1 to 3 bed,Apartment,"Milltown, Dublin 6",1911.07
2018,1 to 3 bed,Apartment,"Ranelagh, Dublin 6",1615.36
2018,1 to 3 bed,Apartment,Dublin 14,1673.03
2018,1 to 3 bed,Apartment,"Churchtown, Dublin 14",1537.87
2018,1 to 3 bed,Apartment,Dublin 16,1656.58
2018,1 to 3 bed,Apartment,"Dundrum, Dublin 16",1783.75
2018,1 to 3 bed,Apartment,Dublin 18,1658.08
2018,1 to 3 bed,Apartment,"Cabinteely, Dublin 18",1550.77
2018,1 to 3 bed,Apartment,"Carrickmines, Dublin 18",1629.29
2018,1 to 3 bed,Apartment,"Leopardstown, Dublin 18",1952.04
2018,1 to 3 bed,Apartment,"Sandyford, Dublin 18",1739.81
2018,1 to 3 bed,Other flats,Dublin,1031.91
2018,1 to 3 bed,Other flats,"Shankill, Dublin",
2018,1 to 3 bed,Other flats,"Stillorgan, Dublin",
2018,1 to 3 bed,Other flats,Dublin 2,1418.42
2018,1 to 3 bed,Other flats,"Charlemont Street, Dublin 2",
2018,1 to 3 bed,Other flats,Dublin 6,1061.79
2018,1 to 3 bed,Other flats,"Milltown, Dublin 6",
2018,1 to 3 bed,Other flats,"Ranelagh, Dublin 6",1094.95
2018,1 to 3 bed,Other flats,Dublin 14,1028.99
2018,1 to 3 bed,Other flats,"Churchtown, Dublin 14",
2018,1 to 3 bed,Other flats,Dublin 16,
2018,1 to 3 bed,Other flats,"Dundrum, Dublin 16",
2018,1 to 3 bed,Other flats,Dublin 18,
2018,1 to 3 bed,Other flats,"Cabinteely, Dublin 18",
2018,1 to 3 bed,Other flats,"Carrickmines, Dublin 18",
2018,1 to 3 bed,Other flats,"Leopardstown, Dublin 18",
2018,1 to 3 bed,Other flats,"Sandyford, Dublin 18",
2018,Four plus bed,All property types,Dublin,2423.99
2018,Four plus bed,All property types,"Shankill, Dublin",2038.22
2018,Four plus bed,All property types,"Stillorgan, Dublin",2659.93
2018,Four plus bed,All property types,Dublin 2,2401.27
2018,Four plus bed,All property types,"Charlemont Street, Dublin 2",
2018,Four plus bed,All property types,Dublin 6,3040.69
2018,Four plus bed,All property types,"Milltown, Dublin 6",3002.51
2018,Four plus bed,All property types,"Ranelagh, Dublin 6",3263.47
2018,Four plus bed,All property types,Dublin 14,2605.19
2018,Four plus bed,All property types,"Churchtown, Dublin 14",2809.66
2018,Four plus bed,All property types,Dublin 16,2090.7
2018,Four plus bed,All property types,"Dundrum, Dublin 16",2475.44
2018,Four plus bed,All property types,Dublin 18,2535.69
2018,Four plus bed,All property types,"Cabinteely, Dublin 18",2564.6
2018,Four plus bed,All property types,"Carrickmines, Dublin 18",
2018,Four plus bed,All property types,"Leopardstown, Dublin 18",2571.9
2018,Four plus bed,All property types,"Sandyford, Dublin 18",2451.08
2018,Four plus bed,Detached house,Dublin,2755.29
2018,Four plus bed,Detached house,"Shankill, Dublin",
2018,Four plus bed,Detached house,"Stillorgan, Dublin",
2018,Four plus bed,Detached house,Dublin 2,
2018,Four plus bed,Detached house,"Charlemont Street, Dublin 2",
2018,Four plus bed,Detached house,Dublin 6,
2018,Four plus bed,Detached house,"Milltown, Dublin 6",
2018,Four plus bed,Detached house,"Ranelagh, Dublin 6",
2018,Four plus bed,Detached house,Dublin 14,3054.64
2018,Four plus bed,Detached house,"Churchtown, Dublin 14",
2018,Four plus bed,Detached house,Dublin 16,2292.03
2018,Four plus bed,Detached house,"Dundrum, Dublin 16",
2018,Four plus bed,Detached house,Dublin 18,2750.71
2018,Four plus bed,Detached house,"Cabinteely, Dublin 18",
2018,Four plus bed,Detached house,"Carrickmines, Dublin 18",
2018,Four plus bed,Detached house,"Leopardstown, Dublin 18",
2018,Four plus bed,Detached house,"Sandyford, Dublin 18",
2018,Four plus bed,Semi detached house,Dublin,2257.71
2018,Four plus bed,Semi detached house,"Shankill, Dublin",1820.8
2018,Four plus bed,Semi detached house,"Stillorgan, Dublin",2640.35
2018,Four plus bed,Semi detached house,Dublin 2,
2018,Four plus bed,Semi detached house,"Charlemont Street, Dublin 2",
2018,Four plus bed,Semi detached house,Dublin 6,3136.55
2018,Four plus bed,Semi detached house,"Milltown, Dublin 6",
2018,Four plus bed,Semi detached house,"Ranelagh, Dublin 6",3536.62
2018,Four plus bed,Semi detached house,Dublin 14,2431.08
2018,Four plus bed,Semi detached house,"Churchtown, Dublin 14",
2018,Four plus bed,Semi detached house,Dublin 16,2171.94
2018,Four plus bed,Semi detached house,"Dundrum, Dublin 16",2545.07
2018,Four plus bed,Semi detached house,Dublin 18,2391.26
2018,Four plus bed,Semi detached house,"Cabinteely, Dublin 18",
2018,Four plus bed,Semi detached house,"Carrickmines, Dublin 18",
2018,Four plus bed,Semi detached house,"Leopardstown, Dublin 18",2336.46
2018,Four plus bed,Semi detached house,"Sandyford, Dublin 18",
2018,Four plus bed,Terrace house,Dublin,2455.83
2018,Four plus bed,Terrace house,"Shankill, Dublin",
2018,Four plus bed,Terrace house,"Stillorgan, Dublin",
2018,Four plus bed,Terrace house,Dublin 2,
2018,Four plus bed,Terrace house,"Charlemont Street, Dublin 2",
2018,Four plus bed,Terrace house,Dublin 6,3162.81
2018,Four plus bed,Terrace house,"Milltown, Dublin 6",
2018,Four plus bed,Terrace house,"Ranelagh, Dublin 6",3120.09
2018,Four plus bed,Terrace house,Dublin 14,2532.82
2018,Four plus bed,Terrace house,"Churchtown, Dublin 14",
2018,Four plus bed,Terrace house,Dublin 16,
2018,Four plus bed,Terrace house,"Dundrum, Dublin 16",
2018,Four plus bed,Terrace house,Dublin 18,
2018,Four plus bed,Terrace house,"Cabinteely, Dublin 18",
2018,Four plus bed,Terrace house,"Carrickmines, Dublin 18",
2018,Four plus bed,Terrace house,"Leopardstown, Dublin 18",
2018,Four plus bed,Terrace house,"Sandyford, Dublin 18",
2018,Four plus bed,Apartment,Dublin,2652.36
2018,Four plus bed,Apartment,"Shankill, Dublin",
2018,Four plus bed,Apartment,"Stillorgan, Dublin",
2018,Four plus bed,Apartment,Dublin 2,
2018,Four plus bed,Apartment,"Charlemont Street, Dublin 2",
2018,Four plus bed,Apartment,Dublin 6,
2018,Four plus bed,Apartment,"Milltown, Dublin 6",
2018,Four plus bed,Apartment,"Ranelagh, Dublin 6",
2018,Four plus bed,Apartment,Dublin 14,
2018,Four plus bed,Apartment,"Churchtown, Dublin 14",
2018,Four plus bed,Apartment,Dublin 16,
2018,Four plus bed,Apartment,"Dundrum, Dublin 16",
2018,Four plus bed,Apartment,Dublin 18,
2018,Four plus bed,Apartment,"Cabinteely, Dublin 18",
2018,Four plus bed,Apartment,"Carrickmines, Dublin 18",
2018,Four plus bed,Apartment,"Leopardstown, Dublin 18",
2018,Four plus bed,Apartment,"Sandyford, Dublin 18",
2018,Four plus bed,Other flats,Dublin,1938.58
2018,Four plus bed,Other flats,"Shankill, Dublin",
2018,Four plus bed,Other flats,"Stillorgan, Dublin",
2018,Four plus bed,Other flats,Dublin 2,
2018,Four plus bed,Other flats,"Charlemont Street, Dublin 2",
2018,Four plus bed,Other flats,Dublin 6,
2018,Four plus bed,Other flats,"Milltown, Dublin 6",
2018,Four plus bed,Other flats,"Ranelagh, Dublin 6",
2018,Four plus bed,Other flats,Dublin 14,
2018,Four plus bed,Other flats,"Churchtown, Dublin 14",
2018,Four plus bed,Other flats,Dublin 16,
2018,Four plus bed,Other flats,"Dundrum, Dublin 16",
2018,Four plus bed,Other flats,Dublin 18,
2018,Four plus bed,Other flats,"Cabinteely, Dublin 18",
2018,Four plus bed,Other flats,"Carrickmines, Dublin 18",
2018,Four plus bed,Other flats,"Leopardstown, Dublin 18",
2018,Four plus bed,Other flats,"Sandyford, Dublin 18",
2019,All bedrooms,All property types,Dublin,1694.36
2019,All bedrooms,All property types,"Shankill, Dublin",1664.94
2019,All bedrooms,All property types,"Stillorgan, Dublin",1918.8
2019,All bedrooms,All property types,Dublin 2,2176.48
2019,All bedrooms,All property types,"Charlemont Street, Dublin 2",1956.88
2019,All bedrooms,All property types,Dublin 6,1605.39
2019,All bedrooms,All property types,"Milltown, Dublin 6",2040.73
2019,All bedrooms,All property types,"Ranelagh, Dublin 6",1778.65
2019,All bedrooms,All property types,Dublin 14,2016.21
2019,All bedrooms,All property types,"Churchtown, Dublin 14",2191.18
2019,All bedrooms,All property types,Dublin 16,1840.56
2019,All bedrooms,All property types,"Dundrum, Dublin 16",1906.73
2019,All bedrooms,All property types,Dublin 18,1859.13
2019,All bedrooms,All property types,"Cabinteely, Dublin 18",1871.41
2019,All bedrooms,All property types,"Carrickmines, Dublin 18",1887.13
2019,All bedrooms,All property types,"Leopardstown, Dublin 18",2028.84
2019,All bedrooms,All property types,"Sandyford, Dublin 18",1815.82
2019,All bedrooms,Detached house,Dublin,2353.86
2019,All bedrooms,Detached house,"Shankill, Dublin",
2019,All bedrooms,Detached house,"Stillorgan, Dublin",2773.12
2019,All bedrooms,Detached house,Dublin 2,
2019,All bedrooms,Detached house,"Charlemont Street, Dublin 2",
2019,All bedrooms,Detached house,Dublin 6,2555.37
2019,All bedrooms,Detached house,"Milltown, Dublin 6",
2019,All bedrooms,Detached house,"Ranelagh, Dublin 6",
2019,All bedrooms,Detached house,Dublin 14,2748.35
2019,All bedrooms,Detached house,"Churchtown, Dublin 14",
2019,All bedrooms,Detached house,Dublin 16,2465.39
2019,All bedrooms,Detached house,"Dundrum, Dublin 16",2201.5
2019,All bedrooms,Detached house,Dublin 18,2488.11
2019,All bedrooms,Detached house,"Cabinteely, Dublin 18",2555.77
2019,All bedrooms,Detached house,"Carrickmines, Dublin 18",
2019,All bedrooms,Detached house,"Leopardstown, Dublin 18",
2019,All bedrooms,Detached house,"Sandyford, Dublin 18",
2019,All bedrooms,Semi detached house,Dublin,1923.53
2019,All bedrooms,Semi detached house,"Shankill, Dublin",1888.35
2019,All bedrooms,Semi detached house,"Stillorgan, Dublin",2321.77
2019,All bedrooms,Semi detached house,Dublin 2,
2019,All bedrooms,Semi detached house,"Charlemont Street, Dublin 2",
2019,All bedrooms,Semi detached house,Dublin 6,2605.78
2019,All bedrooms,Semi detached house,"Milltown, Dublin 6",
2019,All bedrooms,Semi detached house,"Ranelagh, Dublin 6",2873.01
2019,All bedrooms,Semi detached house,Dublin 14,2406.63
2019,All bedrooms,Semi detached house,"Churchtown, Dublin 14",2475.19
2019,All bedrooms,Semi detached house,Dublin 16,1945.5
2019,All bedrooms,Semi detached house,"Dundrum, Dublin 16",2204.07
2019,All bedrooms,Semi detached house,Dublin 18,2130.17
2019,All bedrooms,Semi detached house,"Cabinteely, Dublin 18",2247.57
2019,All bedrooms,Semi detached house,"Carrickmines, Dublin 18",
2019,All bedrooms,Semi detached house,"Leopardstown, Dublin 18",2126.78
2019,All bedrooms,Semi detached house,"Sandyford, Dublin 18",1956.2
2019,All bedrooms,Terrace house,Dublin,1844.69
2019,All bedrooms,Terrace house,"Shankill, Dublin",
2019,All bedrooms,Terrace house,"Stillorgan, Dublin",1947.92
2019,All bedrooms,Terrace house,Dublin 2,2283.36
2019,All bedrooms,Terrace house,"Charlemont Street, Dublin 2",
2019,All bedrooms,Terrace house,Dublin 6,2281.93
2019,All bedrooms,Terrace house,"Milltown, Dublin 6",2092.89
2019,All bedrooms,Terrace house,"Ranelagh, Dublin 6",2670.21
2019,All bedrooms,Terrace house,Dublin 14,1996.25
2019,All bedrooms,Terrace house,"Churchtown, Dublin 14",2156.08
2019,All bedrooms,Terrace house,Dublin 16,1917.51
2019,All bedrooms,Terrace house,"Dundrum, Dublin 16",1940.54
2019,All bedrooms,Terrace house,Dublin 18,2041.55
2019,All bedrooms,Terrace house,"Cabinteely, Dublin 18",
2019,All bedrooms,Terrace house,"Carrickmines, Dublin 18",
2019,All bedrooms,Terrace house,"Leopardstown, Dublin 18",
2019,All bedrooms,Terrace house,"Sandyford, Dublin 18",
2019,All bedrooms,Apartment,Dublin,1684.07
2019,All bedrooms,Apartment,"Shankill, Dublin",1516.31
2019,All bedrooms,Apartment,"Stillorgan, Dublin",1785.31
2019,All bedrooms,Apartment,Dublin 2,2224.63
2019,All bedrooms,Apartment,"Charlemont Street, Dublin 2",1956.88
2019,All bedrooms,Apartment,Dublin 6,1689.38
2019,All bedrooms,Apartment,"Milltown, Dublin 6",1978.47
2019,All bedrooms,Apartment,"Ranelagh, Dublin 6",1708.56
2019,All bedrooms,Apartment,Dublin 14,1826.59
2019,All bedrooms,Apartment,"Churchtown, Dublin 14",2074.62
2019,All bedrooms,Apartment,Dublin 16,1788.15
2019,All bedrooms,Apartment,"Dundrum, Dublin 16",1841.12
2019,All bedrooms,Apartment,Dublin 18,1768.0
2019,All bedrooms,Apartment,"Cabinteely, Dublin 18",1660.42
2019,All bedrooms,Apartment,"Carrickmines, Dublin 18",1724.51
2019,All bedrooms,Apartment,"Leopardstown, Dublin 18",1988.29
2019,All bedrooms,Apartment,"Sandyford, Dublin 18",1793.56
2019,All bedrooms,Other flats,Dublin,1111.99
2019,All bedrooms,Other flats,"Shankill, Dublin",
2019,All bedrooms,Other flats,"Stillorgan, Dublin",
2019,All bedrooms,Other flats,Dublin 2,1440.42
2019,All bedrooms,Other flats,"Charlemont Street, Dublin 2",
2019,All bedrooms,Other flats,Dublin 6,1168.53
2019,All bedrooms,Other flats,"Milltown, Dublin 6",
2019,All bedrooms,Other flats,"Ranelagh, Dublin 6",1163.14
2019,All bedrooms,Other flats,Dublin 14,
2019,All bedrooms,Other flats,"Churchtown, Dublin 14",
2019,All bedrooms,Other flats,Dublin 16,
2019,All bedrooms,Other flats,"Dundrum, Dublin 16",
2019,All bedrooms,Other flats,Dublin 18,
2019,All bedrooms,Other flats,"Cabinteely, Dublin 18",
2019,All bedrooms,Other flats,"Carrickmines, Dublin 18",
2019,All bedrooms,Other flats,"Leopardstown, Dublin 18",
2019,All bedrooms,Other flats,"Sandyford, Dublin 18",
2019,One bed,All property types,Dublin,1276.42
2019,One bed,All property types,"Shankill, Dublin",
2019,One bed,All property types,"Stillorgan, Dublin",1504.51
2019,One bed,All property types,Dublin 2,1653.77
2019,One bed,All property types,"Charlemont Street, Dublin 2",
2019,One bed,All property types,Dublin 6,1227.63
2019,One bed,All property types,"Milltown, Dublin 6",1613.54
2019,One bed,All property types,"Ranelagh, Dublin 6",1274.09
2019,One bed,All property types,Dublin 14,1516.28
2019,One bed,All property types,"Churchtown, Dublin 14",1578.8
2019,One bed,All property types,Dublin 16,1503.39
2019,One bed,All property types,"Dundrum, Dublin 16",1536.64
2019,One bed,All property types,Dublin 18,1463.31
2019,One bed,All property types,"Cabinteely, Dublin 18",1376.87
2019,One bed,All property types,"Carrickmines, Dublin 18",1348.61
2019,One bed,All property types,"Leopardstown, Dublin 18",1734.22
2019,One bed,All property types,"Sandyford, Dublin 18",1470.32
2019,One bed,Detached house,Dublin,1259.63
2019,One bed,Detached house,"Shankill, Dublin",
2019,One bed,Detached house,"Stillorgan, Dublin",
2019,One bed,Detached house,Dublin 2,
2019,One bed,Detached house,"Charlemont Street, Dublin 2",
2019,One bed,Detached house,Dublin 6,
2019,One bed,Detached house,"Milltown, Dublin 6",
2019,One bed,Detached house,"Ranelagh, Dublin 6",
2019,One bed,Detached house,Dublin 14,
2019,One bed,Detached house,"Churchtown, Dublin 14",
2019,One bed,Detached house,Dublin 16,
2019,One bed,Detached house,"Dundrum, Dublin 16",
2019,One bed,Detached house,Dublin 18,
2019,One bed,Detached house,"Cabinteely, Dublin 18",
2019,One bed,Detached house,"Carrickmines, Dublin 18",
2019,One bed,Detached house,"Leopardstown, Dublin 18",
2019,One bed,Detached house,"Sandyford, Dublin 18",
2019,One bed,Semi detached house,Dublin,1173.08
2019,One bed,Semi detached house,"Shankill, Dublin",
2019,One bed,Semi detached house,"Stillorgan, Dublin",
2019,One bed,Semi detached house,Dublin 2,
2019,One bed,Semi detached house,"Charlemont Street, Dublin 2",
2019,One bed,Semi detached house,Dublin 6,
2019,One bed,Semi detached house,"Milltown, Dublin 6",
2019,One bed,Semi detached house,"Ranelagh, Dublin 6",
2019,One bed,Semi detached house,Dublin 14,
2019,One bed,Semi detached house,"Churchtown, Dublin 14",
2019,One bed,Semi detached house,Dublin 16,
2019,One bed,Semi detached house,"Dundrum, Dublin 16",
2019,One bed,Semi detached house,Dublin 18,
2019,One bed,Semi detached house,"Cabinteely, Dublin 18",
2019,One bed,Semi detached house,"Carrickmines, Dublin 18",
2019,One bed,Semi detached house,"Leopardstown, Dublin 18",
2019,One bed,Semi detached house,"Sandyford, Dublin 18",
2019,One bed,Terrace house,Dublin,1206.86
2019,One bed,Terrace house,"Shankill, Dublin",
2019,One bed,Terrace house,"Stillorgan, Dublin",
2019,One bed,Terrace house,Dublin 2,
2019,One bed,Terrace house,"Charlemont Street, Dublin 2",
2019,One bed,Terrace house,Dublin 6,1140.54
2019,One bed,Terrace house,"Milltown, Dublin 6",
2019,One bed,Terrace house,"Ranelagh, Dublin 6",
2019,One bed,Terrace house,Dublin 14,
2019,One bed,Terrace house,"Churchtown, Dublin 14",
2019,One bed,Terrace house,Dublin 16,
2019,One bed,Terrace house,"Dundrum, Dublin 16",
2019,One bed,Terrace house,Dublin 18,
2019,One bed,Terrace house,"Cabinteely, Dublin 18",
2019,One bed,Terrace house,"Carrickmines, Dublin 18",
2019,One bed,Terrace house,"Leopardstown, Dublin 18",
2019,One bed,Terrace house,"Sandyford, Dublin 18",
2019,One bed,Apartment,Dublin,1410.56
2019,One bed,Apartment,"Shankill, Dublin",
2019,One bed,Apartment,"Stillorgan, Dublin",1528.59
2019,One bed,Apartment,Dublin 2,1717.28
2019,One bed,Apartment,"Charlemont Street, Dublin 2",
2019,One bed,Apartment,Dublin 6,1456.75
2019,One bed,Apartment,"Milltown, Dublin 6",1653.86
2019,One bed,Apartment,"Ranelagh, Dublin 6",1480.55
2019,One bed,Apartment,Dublin 14,1536.33
2019,One bed,Apartment,"Churchtown, Dublin 14",1599.63
2019,One bed,Apartment,Dublin 16,1440.31
2019,One bed,Apartment,"Dundrum, Dublin 16",1565.49
2019,One bed,Apartment,Dublin 18,1482.45
2019,One bed,Apartment,"Cabinteely, Dublin 18",
2019,One bed,Apartment,"Carrickmines, Dublin 18",1348.61
2019,One bed,Apartment,"Leopardstown, Dublin 18",1734.22
2019,One bed,Apartment,"Sandyford, Dublin 18",1490.68
2019,One bed,Other flats,Dublin,1020.87
2019,One bed,Other flats,"Shankill, Dublin",
2019,One bed,Other flats,"Stillorgan, Dublin",
2019,One bed,Other flats,Dublin 2,1355.01
2019,One bed,Other flats,"Charlemont Street, Dublin 2",
2019,One bed,Other flats,Dublin 6,1059.27
2019,One bed,Other flats,"Milltown, Dublin 6",
2019,One bed,Other flats,"Ranelagh, Dublin 6",1094.66
2019,One bed,Other flats,Dublin 14,
2019,One bed,Other flats,"Churchtown, Dublin 14",
2019,One bed,Other flats,Dublin 16,
2019,One bed,Other flats,"Dundrum, Dublin 16",
2019,One bed,Other flats,Dublin 18,
2019,One bed,Other flats,"Cabinteely, Dublin 18",
2019,One bed,Other flats,"Carrickmines, Dublin 18",
2019,One bed,Other flats,"Leopardstown, Dublin 18",
2019,One bed,Other flats,"Sandyford, Dublin 18",
2019,Two bed,All property types,Dublin,1726.76
2019,Two bed,All property types,"Shankill, Dublin",1477.24
2019,Two bed,All property types,"Stillorgan, Dublin",1826.1
2019,Two bed,All property types,Dublin 2,2411.89
2019,Two bed,All property types,"Charlemont Street, Dublin 2",1918.74
2019,Two bed,All property types,Dublin 6,1833.31
2019,Two bed,All property types,"Milltown, Dublin 6",1982.67
2019,Two bed,All property types,"Ranelagh, Dublin 6",1917.4
2019,Two bed,All property types,Dublin 14,1851.96
2019,Two bed,All property types,"Churchtown, Dublin 14",2162.31
2019,Two bed,All property types,Dublin 16,1777.39
2019,Two bed,All property types,"Dundrum, Dublin 16",1856.92
2019,Two bed,All property types,Dublin 18,1785.97
2019,Two bed,All property types,"Cabinteely, Dublin 18",1577.51
2019,Two bed,All property types,"Carrickmines, Dublin 18",1806.01
2019,Two bed,All property types,"Leopardstown, Dublin 18",1968.47
2019,Two bed,All property types,"Sandyford, Dublin 18",1806.62
2019,Two bed,Detached house,Dublin,1695.65
2019,Two bed,Detached house,"Shankill, Dublin",
2019,Two bed,Detached house,"Stillorgan, Dublin",
2019,Two bed,Detached house,Dublin 2,
2019,Two bed,Detached house,"Charlemont Street, Dublin 2",
2019,Two bed,Detached house,Dublin 6,
2019,Two bed,Detached house,"Milltown, Dublin 6",
2019,Two bed,Detached house,"Ranelagh, Dublin 6",
2019,Two bed,Detached house,Dublin 14,
2019,Two bed,Detached house,"Churchtown, Dublin 14",
2019,Two bed,Detached house,Dublin 16,
2019,Two bed,Detached house,"Dundrum, Dublin 16",
2019,Two bed,Detached house,Dublin 18,
2019,Two bed,Detached house,"Cabinteely, Dublin 18",
2019,Two bed,Detached house,"Carrickmines, Dublin 18",
2019,Two bed,Detached house,"Leopardstown, Dublin 18",
2019,Two bed,Detached house,"Sandyford, Dublin 18",
2019,Two bed,Semi detached house,Dublin,1679.95
2019,Two bed,Semi detached house,"Shankill, Dublin",
2019,Two bed,Semi detached house,"Stillorgan, Dublin",
2019,Two bed,Semi detached house,Dublin 2,
2019,Two bed,Semi detached house,"Charlemont Street, Dublin 2",
2019,Two bed,Semi detached house,Dublin 6,1963.14
2019,Two bed,Semi detached house,"Milltown, Dublin 6",
2019,Two bed,Semi detached house,"Ranelagh, Dublin 6",
2019,Two bed,Semi detached house,Dublin 14,1906.28
2019,Two bed,Semi detached house,"Churchtown, Dublin 14",
2019,Two bed,Semi detached house,Dublin 16,
2019,Two bed,Semi detached house,"Dundrum, Dublin 16",
2019,Two bed,Semi detached house,Dublin 18,
2019,Two bed,Semi detached house,"Cabinteely, Dublin 18",
2019,Two bed,Semi detached house,"Carrickmines, Dublin 18",
2019,Two bed,Semi detached house,"Leopardstown, Dublin 18",
2019,Two bed,Semi detached house,"Sandyford, Dublin 18",
2019,Two bed,Terrace house,Dublin,1647.27
2019,Two bed,Terrace house,"Shankill, Dublin",
2019,Two bed,Terrace house,"Stillorgan, Dublin",
2019,Two bed,Terrace house,Dublin 2,2091.03
2019,Two bed,Terrace house,"Charlemont Street, Dublin 2",
2019,Two bed,Terrace house,Dublin 6,1891.18
2019,Two bed,Terrace house,"Milltown, Dublin 6",1828.19
2019,Two bed,Terrace house,"Ranelagh, Dublin 6",2143.34
2019,Two bed,Terrace house,Dublin 14,1713.55
2019,Two bed,Terrace house,"Churchtown, Dublin 14",
2019,Two bed,Terrace house,Dublin 16,1739.7
2019,Two bed,Terrace house,"Dundrum, Dublin 16",
2019,Two bed,Terrace house,Dublin 18,1834.95
2019,Two bed,Terrace house,"Cabinteely, Dublin 18",
2019,Two bed,Terrace house,"Carrickmines, Dublin 18",
2019,Two bed,Terrace house,"Leopardstown, Dublin 18",
2019,Two bed,Terrace house,"Sandyford, Dublin 18",
2019,Two bed,Apartment,Dublin,1755.37
2019,Two bed,Apartment,"Shankill, Dublin",1539.94
2019,Two bed,Apartment,"Stillorgan, Dublin",1822.08
2019,Two bed,Apartment,Dublin 2,2441.83
2019,Two bed,Apartment,"Charlemont Street, Dublin 2",1918.74
2019,Two bed,Apartment,Dublin 6,1957.9
2019,Two bed,Apartment,"Milltown, Dublin 6",2019.16
